"id","r","g","b","h","s","v","color","SiO2_percent","Al2O3_percent","B2O3_percent","Li2O_percent","K2O_percent","Na2O_percent","KNaO_percent","BeO_percent","MgO_percent","CaO_percent","SrO_percent","BaO_percent","ZnO_percent","PbO_percent","P2O5_percent","F_percent","V2O5_percent","Cr2O3_percent","MnO_percent","MnO2_percent","FeO_percent","Fe2O3_percent","CoO_percent","NiO_percent","CuO_percent","Cu2O_percent","CdO_percent","TiO2_percent","ZrO_percent","ZrO2_percent","SnO2_percent","HfO2_percent","Nb2O5_percent","Ta2O5_percent","MoO3_percent","WO3_percent","OsO2_percent","IrO2_percent","PtO2_percent","Ag2O_percent","Au2O3_percent","GeO2_percent","As2O3_percent","Sb2O3_percent","Bi2O3_percent","SeO2_percent","La2O3_percent","CeO2_percent","PrO2_percent","Pr2O3_percent","Nd2O3_percent","U3O8_percent","Sm2O3_percent","Eu2O3_percent","Tb2O3_percent","Dy2O3_percent","Ho2O3_percent","Er2O3_percent","Tm2O3_percent","Yb2O3_percent","Lu2O3_percent","loi"
6569,3.00,46.00,82.00,,,,,57.26,11.31,1.18,0.00,3.93,1.75,5.69,0.00,2.79,9.95,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.30,0.00,1.23,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.71
6571,124.00,214.00,204.00,,,,,54.03,5.93,8.55,0.00,2.51,3.58,6.09,0.00,1.67,6.69,0.00,0.00,5.79,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,1.55,0.00,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.39
6592,219.00,120.00,27.00,,,,,47.51,18.24,0.00,0.00,2.51,5.24,7.75,0.00,4.09,9.11,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.23
6594,27.00,149.00,168.00,,,,,45.12,15.53,0.00,0.83,2.58,5.49,8.08,0.00,0.05,0.39,0.00,19.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06
6596,8.00,8.00,8.00,,,,,55.90,11.73,0.00,0.00,3.23,0.96,4.19,0.00,2.04,5.98,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,8.60,0.84,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.32
6602,77.00,86.00,87.00,,,,,44.79,15.79,1.98,9.79,0.23,0.93,1.16,0.00,0.03,2.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,3.84,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.94
6630,70.00,70.00,82.00,,,,,47.49,9.82,2.30,0.00,7.17,0.00,7.17,0.00,4.64,7.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,0.00,0.87,0.64,0.00,0.00,0.00,0.00,0.00,0.00,6.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.97
6633,125.00,114.00,114.00,,,,,53.62,11.46,8.85,0.00,0.00,5.67,5.67,0.00,0.00,13.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.09,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.89
6695,0.00,217.00,98.00,,,,,60.88,11.85,0.00,0.00,1.62,1.76,3.38,0.00,0.44,10.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31
6726,209.00,167.00,27.00,,,,,34.77,11.09,13.90,0.00,0.30,2.09,2.40,0.00,1.84,10.11,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.50
6765,22.00,36.00,13.00,,,,,62.34,11.76,0.00,0.00,8.72,0.05,8.78,0.00,3.13,5.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.13
6840,156.00,33.00,8.00,,,,,51.41,5.23,7.39,0.00,0.12,3.14,3.27,0.00,4.81,5.35,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,12.42,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99
6894,230.00,14.00,14.00,,,,,51.63,11.15,0.00,1.10,6.75,0.06,6.81,0.00,2.91,7.07,0.00,0.00,0.00,0.00,5.37,0.00,0.00,0.00,0.00,0.00,0.00,9.54,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33
6903,78.00,205.00,212.00,,,,,67.95,12.09,0.00,0.00,7.77,6.8e-03,7.77,0.00,0.01,5.59,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.29,0.00,0.00,0.00,0.07,0.27,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.85
6905,242.00,223.00,14.00,,,,,59.44,10.57,0.00,0.00,6.79,5.9e-03,6.80,0.00,9.0e-03,4.89,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00,11.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11
6912,207.00,178.00,60.00,,,,,64.49,11.47,0.00,0.00,7.37,6.4e-03,7.38,0.00,9.8e-03,5.30,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.94,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,4.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.53
6914,226.00,230.00,159.00,,,,,64.12,11.41,0.00,0.00,7.33,6.4e-03,7.34,0.00,9.7e-03,5.28,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,1.50,0.00,0.00,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50
6916,196.00,185.00,90.00,,,,,66.82,11.88,0.00,0.00,7.64,6.7e-03,7.64,0.00,0.01,5.50,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.29,0.00,1.69,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99
6918,234.00,240.00,204.00,,,,,40.87,16.37,0.00,0.00,8.39,4.93,13.32,0.00,4.33,6.03,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.00,1.47,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.21
6920,92.00,64.00,156.00,,,,,40.87,16.37,0.00,0.00,8.39,4.93,13.32,0.00,4.33,6.03,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.00,1.47,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.21
6921,154.00,212.00,227.00,,,,,41.19,16.50,0.00,0.00,8.46,4.97,13.43,0.00,4.36,6.08,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.27,0.49,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.36
6925,36.00,33.00,29.00,,,,,38.80,15.54,0.00,0.00,7.97,4.68,12.65,0.00,4.11,5.73,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.81,0.00,5.46,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.74
6926,199.00,173.00,240.00,,,,,40.91,16.38,0.00,0.00,8.40,4.93,13.34,0.00,4.33,6.04,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.49,0.00,0.85,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35
6927,232.00,245.00,218.00,,,,,41.11,16.46,0.00,0.00,8.44,4.96,13.40,0.00,4.35,6.07,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.49,0.00,0.00,0.00,0.15,0.00,0.49,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.31
6928,221.00,227.00,214.00,,,,,39.17,15.69,0.00,0.00,8.04,4.72,12.77,0.00,4.15,5.78,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.94,0.00,0.00,0.00,4.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.49
6929,255.00,249.00,219.00,,,,,39.36,15.76,0.00,0.00,8.08,4.75,12.83,0.00,4.17,5.81,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.47,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.57
6933,112.00,89.00,26.00,,,,,50.91,10.81,1.84,0.00,5.53,0.83,6.36,0.00,2.59,9.18,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,2.66,0.00,0.00,4.64,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.88
6934,161.00,154.00,58.00,,,,,51.38,10.91,1.86,0.00,5.58,0.83,6.41,0.00,2.62,9.26,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,4.68,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.94
6935,112.00,109.00,61.00,,,,,51.85,11.01,1.88,0.00,5.63,0.84,6.47,0.00,2.64,9.35,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,4.72,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.99
6937,153.00,166.00,116.00,,,,,53.82,11.43,1.95,0.00,5.84,0.87,6.72,0.00,2.74,9.71,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,3.06,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34
6938,213.00,214.00,174.00,,,,,52.33,11.11,1.89,0.00,5.68,0.85,6.53,0.00,2.66,9.44,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,1.78,0.00,0.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.40
6939,150.00,127.00,12.00,,,,,50.46,10.71,1.83,0.00,5.48,0.82,6.30,0.00,2.57,9.10,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.57,0.00,0.00,1.78,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55
6940,181.00,163.00,62.00,,,,,52.33,11.11,1.89,0.00,5.68,0.85,6.53,0.00,2.66,9.44,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,5.37,0.00,0.00,1.85,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.69
6941,180.00,186.00,125.00,,,,,53.82,11.43,1.95,0.00,5.84,0.87,6.72,0.00,2.74,9.71,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,2.81,0.00,0.00,1.90,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.79
6942,198.00,222.00,186.00,,,,,54.87,11.65,1.99,0.00,5.96,0.89,6.85,0.00,2.79,9.89,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,1.94,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.86
6955,173.00,102.00,31.00,,,,,38.90,7.86,0.00,0.00,6.04,0.02,6.06,0.00,0.01,8.17,0.00,0.00,22.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.69,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.49
6956,128.00,73.00,18.00,,,,,36.27,7.32,0.00,0.00,5.63,0.02,5.65,0.00,0.01,11.29,0.00,0.00,21.18,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,8.10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98
6957,196.00,212.00,163.00,,,,,40.76,8.23,0.00,0.00,6.33,0.02,6.35,0.00,0.01,8.56,0.00,0.00,23.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.95,0.00,0.00,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.37
6959,147.00,207.00,205.00,,,,,45.61,17.17,12.86,0.00,0.08,5.79,5.87,0.00,0.05,11.06,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.90,0.00,0.00,0.07,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47
6960,117.00,42.00,46.00,,,,,44.99,22.42,5.12,0.00,2.31,1.24,3.56,0.00,1.23,15.31,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.90,0.00,0.00,0.07,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47
6961,168.00,43.00,50.00,,,,,59.27,18.13,1.49,0.00,1.41,8.67,10.08,0.00,0.05,3.60,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.90,0.00,0.00,0.07,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47
7005,235.00,189.00,91.00,,,,,38.97,9.30,0.00,0.00,2.48,0.22,2.71,0.00,0.95,16.98,7.02,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,4.22,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.03
7006,115.00,154.00,171.00,,,,,38.29,9.16,1.11,0.00,2.29,0.49,2.78,0.00,0.87,16.76,6.92,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,3.89,1.19,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.24
7007,53.00,87.00,102.00,,,,,37.55,8.98,1.09,0.00,2.24,0.48,2.73,0.00,0.86,16.44,6.79,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,5.66,1.17,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.99
7023,88.00,99.00,140.00,,,,,36.53,7.08,0.45,0.00,8.81,2.30,11.12,0.00,2.41,17.03,2.97,0.00,0.00,0.00,4.19,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.50,0.00,0.71,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.74
7027,35.00,87.00,117.00,,,,,34.50,6.61,0.94,0.00,11.27,4.04,15.31,0.00,2.91,17.09,1.12,0.00,0.00,0.00,5.91,0.00,0.00,0.00,0.00,0.00,0.00,5.12,0.80,0.00,0.82,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45
7028,74.00,120.00,86.00,,,,,34.85,5.48,0.00,0.00,13.52,3.62,17.14,0.00,3.51,17.09,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,4.68,0.00,0.00,2.47,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.47
7030,50.00,74.00,110.00,,,,,35.54,5.59,0.00,0.00,13.78,3.69,17.48,0.00,3.58,17.43,0.00,0.00,0.00,0.00,7.28,0.00,0.00,0.00,0.00,0.00,0.00,4.77,1.23,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.95
7031,50.00,74.00,110.00,,,,,34.85,5.48,0.00,0.00,13.52,3.62,17.14,0.00,3.51,17.09,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,4.68,0.60,0.00,1.85,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.48
7034,92.00,110.00,97.00,,,,,46.72,8.66,0.00,0.00,4.33,3.59,7.92,0.00,1.30,14.57,0.00,0.00,0.00,0.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00,4.98,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21
